耗材类别	总序号	产品序号	耗材分类代码	"一级分类
（学科、品类）"	"二级分类
（用途、品目）"	"三级分类
（部位、功能、品种）"	"通用名
代码"	"医保
通用名"	"材质
代码"	材质	"特征
代码"	特征参数
	2619	965	C03290109704009	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	04	钛合金	009	侧路/有前凸角/灭菌
	2620	966	C03290109704010	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	04	钛合金	010	侧路/有前凸角/非灭菌
	2621	967	C03290109704011	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	04	钛合金	011	侧路/无前凸角/灭菌
	2622	968	C03290109704012	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	04	钛合金	012	侧路/无前凸角/非灭菌
	2623	969	C03290109705001	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	05	钴铬钼合金	001	前路/有前凸角/灭菌
	2624	970	C03290109705002	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	05	钴铬钼合金	002	前路/有前凸角/非灭菌
	2625	971	C03290109705003	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	05	钴铬钼合金	003	前路/无前凸角/灭菌
	2626	972	C03290109705004	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	05	钴铬钼合金	004	前路/无前凸角/非灭菌
	2627	973	C03290109705005	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	05	钴铬钼合金	005	后路/有前凸角/灭菌
	2628	974	C03290109705006	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	05	钴铬钼合金	006	后路/有前凸角/非灭菌
	2629	975	C03290109705007	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	05	钴铬钼合金	007	后路/无前凸角/灭菌
	2630	976	C03290109705008	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	05	钴铬钼合金	008	后路/无前凸角/非灭菌
	2631	977	C03290109705009	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	05	钴铬钼合金	009	侧路/有前凸角/灭菌
	2632	978	C03290109705010	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	05	钴铬钼合金	010	侧路/有前凸角/非灭菌
	2633	979	C03290109705011	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	05	钴铬钼合金	011	侧路/无前凸角/灭菌
	2634	980	C03290109705012	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	05	钴铬钼合金	012	侧路/无前凸角/非灭菌
	2635	981	C03290109706001	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	06	钽金属	001	前路/有前凸角/灭菌
	2636	982	C03290109706002	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	06	钽金属	002	前路/有前凸角/非灭菌
	2637	983	C03290109706003	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	06	钽金属	003	前路/无前凸角/灭菌
	2638	984	C03290109706004	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	06	钽金属	004	前路/无前凸角/非灭菌
	2639	985	C03290109706005	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	06	钽金属	005	后路/有前凸角/灭菌
	2640	986	C03290109706006	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	06	钽金属	006	后路/有前凸角/非灭菌
	2641	987	C03290109706007	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	06	钽金属	007	后路/无前凸角/灭菌
	2642	988	C03290109706008	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	06	钽金属	008	后路/无前凸角/非灭菌
	2643	989	C03290109706009	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	06	钽金属	009	侧路/有前凸角/灭菌
	2644	990	C03290109706010	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	06	钽金属	010	侧路/有前凸角/非灭菌
	2645	991	C03290109706011	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	06	钽金属	011	侧路/无前凸角/灭菌
	2646	992	C03290109706012	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	06	钽金属	012	侧路/无前凸角/非灭菌
	2647	993	C03290109707001	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	07	钛涂层	001	前路/有前凸角/灭菌
	2648	994	C03290109707002	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	07	钛涂层	002	前路/有前凸角/非灭菌
	2649	995	C03290109707003	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	07	钛涂层	003	前路/无前凸角/灭菌
	2650	996	C03290109707004	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	07	钛涂层	004	前路/无前凸角/非灭菌
	2651	997	C03290109707005	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	07	钛涂层	005	后路/有前凸角/灭菌
	2652	998	C03290109707006	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	07	钛涂层	006	后路/有前凸角/非灭菌
	2653	999	C03290109707007	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	07	钛涂层	007	后路/无前凸角/灭菌
	2654	1000	C03290109707008	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	07	钛涂层	008	后路/无前凸角/非灭菌
	2655	1001	C03290109707009	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	07	钛涂层	009	侧路/有前凸角/灭菌
	2656	1002	C03290109707010	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	07	钛涂层	010	侧路/有前凸角/非灭菌
	2657	1003	C03290109707011	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	07	钛涂层	011	侧路/无前凸角/灭菌
	2658	1004	C03290109707012	骨科材料	脊柱固定融合系统	胸腰椎融合器	097	融合器	07	钛涂层	012	侧路/无前凸角/非灭菌
	2659	1005	C03290209701001	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	01	聚醚醚酮（PEEK）	001	有前凸角/带人工骨/灭菌
	2660	1006	C03290209701002	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	01	聚醚醚酮（PEEK）	002	有前凸角/带人工骨/非灭菌
	2661	1007	C03290209701003	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	01	聚醚醚酮（PEEK）	003	有前凸角/不带人工骨/灭菌
	2662	1008	C03290209701004	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	01	聚醚醚酮（PEEK）	004	有前凸角/不带人工骨/非灭菌
	2663	1009	C03290209701005	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	01	聚醚醚酮（PEEK）	005	无前凸角/带人工骨/灭菌
	2664	1010	C03290209701006	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	01	聚醚醚酮（PEEK）	006	无前凸角/带人工骨/非灭菌
	2665	1011	C03290209701007	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	01	聚醚醚酮（PEEK）	007	无前凸角/不带人工骨/灭菌
	2666	1012	C03290209701008	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	01	聚醚醚酮（PEEK）	008	无前凸角/不带人工骨/非灭菌
	2667	1013	C03290209702001	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	02	碳纤维增强复合材料（CFRP）	001	有前凸角/带人工骨/灭菌
	2668	1014	C03290209702002	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	02	碳纤维增强复合材料（CFRP）	002	有前凸角/带人工骨/非灭菌
	2669	1015	C03290209702003	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	02	碳纤维增强复合材料（CFRP）	003	有前凸角/不带人工骨/灭菌
	2670	1016	C03290209702004	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	02	碳纤维增强复合材料（CFRP）	004	有前凸角/不带人工骨/非灭菌
	2671	1017	C03290209702005	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	02	碳纤维增强复合材料（CFRP）	005	无前凸角/带人工骨/灭菌
	2672	1018	C03290209702006	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	02	碳纤维增强复合材料（CFRP）	006	无前凸角/带人工骨/非灭菌
	2673	1019	C03290209702007	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	02	碳纤维增强复合材料（CFRP）	007	无前凸角/不带人工骨/灭菌
	2674	1020	C03290209702008	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	02	碳纤维增强复合材料（CFRP）	008	无前凸角/不带人工骨/非灭菌
	2675	1021	C03290209703001	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	03	纯钛	001	有前凸角/带人工骨/灭菌
	2676	1022	C03290209703002	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	03	纯钛	002	有前凸角/带人工骨/非灭菌
	2677	1023	C03290209703003	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	03	纯钛	003	有前凸角/不带人工骨/灭菌
	2678	1024	C03290209703004	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	03	纯钛	004	有前凸角/不带人工骨/非灭菌
	2679	1025	C03290209703005	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	03	纯钛	005	无前凸角/带人工骨/灭菌
	2680	1026	C03290209703006	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	03	纯钛	006	无前凸角/带人工骨/非灭菌
	2681	1027	C03290209703007	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	03	纯钛	007	无前凸角/不带人工骨/灭菌
	2682	1028	C03290209703008	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	03	纯钛	008	无前凸角/不带人工骨/非灭菌
	2683	1029	C03290209704001	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	04	钛合金	001	有前凸角/带人工骨/灭菌
	2684	1030	C03290209704002	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	04	钛合金	002	有前凸角/带人工骨/非灭菌
	2685	1031	C03290209704003	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	04	钛合金	003	有前凸角/不带人工骨/灭菌
	2686	1032	C03290209704004	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	04	钛合金	004	有前凸角/不带人工骨/非灭菌
	2687	1033	C03290209704005	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	04	钛合金	005	无前凸角/带人工骨/灭菌
	2688	1034	C03290209704006	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	04	钛合金	006	无前凸角/带人工骨/非灭菌
	2689	1035	C03290209704007	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	04	钛合金	007	无前凸角/不带人工骨/灭菌
	2690	1036	C03290209704008	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	04	钛合金	008	无前凸角/不带人工骨/非灭菌
	2691	1037	C03290209705001	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	05	钴铬钼合金	001	有前凸角/带人工骨/灭菌
	2692	1038	C03290209705002	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	05	钴铬钼合金	002	有前凸角/带人工骨/非灭菌
	2693	1039	C03290209705003	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	05	钴铬钼合金	003	有前凸角/不带人工骨/灭菌
	2694	1040	C03290209705004	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	05	钴铬钼合金	004	有前凸角/不带人工骨/非灭菌
	2695	1041	C03290209705005	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	05	钴铬钼合金	005	无前凸角/带人工骨/灭菌
	2696	1042	C03290209705006	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	05	钴铬钼合金	006	无前凸角/带人工骨/非灭菌
	2697	1043	C03290209705007	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	05	钴铬钼合金	007	无前凸角/不带人工骨/灭菌
	2698	1044	C03290209705008	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	05	钴铬钼合金	008	无前凸角/不带人工骨/非灭菌
	2699	1045	C03290209706001	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	06	钽金属	001	有前凸角/带人工骨/灭菌
	2700	1046	C03290209706002	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	06	钽金属	002	有前凸角/带人工骨/非灭菌
	2701	1047	C03290209706003	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	06	钽金属	003	有前凸角/不带人工骨/灭菌
	2702	1048	C03290209706004	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	06	钽金属	004	有前凸角/不带人工骨/非灭菌
	2703	1049	C03290209706005	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	06	钽金属	005	无前凸角/带人工骨/灭菌
	2704	1050	C03290209706006	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	06	钽金属	006	无前凸角/带人工骨/非灭菌
	2705	1051	C03290209706007	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	06	钽金属	007	无前凸角/不带人工骨/灭菌
	2706	1052	C03290209706008	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	06	钽金属	008	无前凸角/不带人工骨/非灭菌
	2707	1053	C03290209707001	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	07	钛涂层	001	有前凸角/带人工骨/灭菌
	2708	1054	C03290209707002	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	07	钛涂层	002	有前凸角/带人工骨/非灭菌
	2709	1055	C03290209707003	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	07	钛涂层	003	有前凸角/不带人工骨/灭菌
	2710	1056	C03290209707004	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	07	钛涂层	004	有前凸角/不带人工骨/非灭菌
	2711	1057	C03290209707005	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	07	钛涂层	005	无前凸角/带人工骨/灭菌
	2712	1058	C03290209707006	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	07	钛涂层	006	无前凸角/带人工骨/非灭菌
	2713	1059	C03290209707007	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	07	钛涂层	007	无前凸角/不带人工骨/灭菌
	2714	1060	C03290209707008	骨科材料	脊柱固定融合系统	颈椎融合器	097	融合器	07	钛涂层	008	无前凸角/不带人工骨/非灭菌
	2715	1061	C03290309700001	骨科材料	脊柱固定融合系统	3D打印椎间融合器	097	融合器	00	不区分	001	胸腰椎
	2716	1062	C03290309700002	骨科材料	脊柱固定融合系统	3D打印椎间融合器	097	融合器	00	不区分	002	颈椎
	2717	1063	C03290409700000	骨科材料	脊柱固定融合系统	关节突融合器	097	融合器	00	不区分	000	常规
	2718	1064	C03290509801001	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	01	纯钛	001	高度可调节/灭菌
	2719	1065	C03290509801002	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	01	纯钛	002	高度可调节/非灭菌
	2720	1066	C03290509801003	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	01	纯钛	003	高度固定/灭菌
	2721	1067	C03290509801004	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	01	纯钛	004	高度固定/非灭菌
	2722	1068	C03290509802001	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	02	钛合金	001	高度可调节/灭菌
	2723	1069	C03290509802002	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	02	钛合金	002	高度可调节/非灭菌
	2724	1070	C03290509802003	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	02	钛合金	003	高度固定/灭菌
	2725	1071	C03290509802004	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	02	钛合金	004	高度固定/非灭菌
	2726	1072	C03290509803001	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	03	钴铬钼合金	001	高度可调节/灭菌
	2727	1073	C03290509803002	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	03	钴铬钼合金	002	高度可调节/非灭菌
	2728	1074	C03290509803003	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	03	钴铬钼合金	003	高度固定/灭菌
	2729	1075	C03290509803004	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	03	钴铬钼合金	004	高度固定/非灭菌
	2730	1076	C03290509804001	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	04	聚醚醚酮（PEEK）	001	高度可调节/灭菌
	2731	1077	C03290509804002	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	04	聚醚醚酮（PEEK）	002	高度可调节/非灭菌
	2732	1078	C03290509804003	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	04	聚醚醚酮（PEEK）	003	高度固定/灭菌
	2733	1079	C03290509804004	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	04	聚醚醚酮（PEEK）	004	高度固定/非灭菌
	2734	1080	C03290509805001	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	05	钽金属	001	高度可调节/灭菌
	2735	1081	C03290509805002	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	05	钽金属	002	高度可调节/非灭菌
	2736	1082	C03290509805003	骨科材料	脊柱固定融合系统	胸腰椎人工椎体	098	人工椎体	05	钽金属	003	高度固定/灭菌
